"id","name","screen_name","description","followers_count","friends_count","listed_count","created_at","statuses_count","lang"
"2303290728","Provincia Vercelli","ProvinciaVC","",262,79,6,"Tue Jan 21 15:50:59 +0000 2014",212,"it"
"2219555414","ProvincMassa-Carrara","ProvinciaMS","Pagina ufficiale della Provincia di Massa-Carrara Filodiretto dal lunedì al venerdì 9-13,30 Policy http://t.co/IhuNiIDG8Z",400,93,17,"Thu Nov 28 11:51:00 +0000 2013",926,"it"
"1923530905","Provincia di Lecce","LecceProvincia","Provincia di Lecce - Pagina Ufficiale",800,204,12,"Tue Oct 01 13:39:42 +0000 2013",2960,"it"
"1615965211","Visit Cosenza","VisitCosenza","Turismo in provincia di Cosenza, Calabria. Tirreno, Ionio, Pollino, Sila: arte, storia, eventi, itinerari, escursioni, sport, tradizioni e sapori",613,484,15,"Tue Jul 23 19:27:02 +0000 2013",435,"it"
"1428112999","ProvinciaAmbienteRE","AmbienteRE","Assessorato all'Ambiente della Provincia di Reggio Emilia",108,118,3,"Tue May 14 15:12:41 +0000 2013",88,"it"
"1409766889","Provincia di Pavia","ProvinciaPavia","Account Twitter ufficiale della Provincia di Pavia",1573,113,20,"Tue May 07 08:52:06 +0000 2013",552,"it"
"1371848767","Provincia di Livorno","Formazione_LI","Account TW ufficiale - Servizio Lavoro e Formazione Professionale",446,302,13,"Mon Apr 22 10:48:35 +0000 2013",294,"it"
"1303563398","Provincia di Mantova","provMN","Notizie, eventi, informazioni dall'Amministrazione Provinciale",1596,624,26,"Tue Mar 26 11:12:54 +0000 2013",1506,"it"
"1205126892","Formazione e Lavoro","Prato_FSE","Il canale della Provincia di Prato per conoscere le opportunità dell'area Istruzione, Formazione e Lavoro",315,149,9,"Thu Feb 21 14:54:24 +0000 2013",453,"it"
"1063609566","Provincia di Potenza","ProvinciaPZ","Ufficio Stampa e Comunicazione - Luigi Scaglione",1526,754,21,"Sat Jan 05 18:06:45 +0000 2013",708,"it"
"624734647","CittametropolitanaMi","CittaMetroMi","Il canale d'informazione istituzionale della Città metropolitana di Milano gestito dal Settore Presidenza e Comunicazione istituzionale.",12877,241,156,"Mon Jul 02 14:53:20 +0000 2012",9380,"it"
"595333907","AMBIENTE ed ENERGIA ","Provincia_IS","http://t.co/afVXVr0fXu",68,58,7,"Thu May 31 09:24:07 +0000 2012",3,"it"
"587594794","Provincia Padova","ProvinciaPadova","Palazzo Santo Stefano, Piazza Antenore n. 3, 35121 Padova Telefono +39 049 8201111",331,0,14,"Tue May 22 17:21:06 +0000 2012",0,"it"
"580690910","Provincia di Caserta","ProvinciaCe","",1183,429,17,"Tue May 15 08:38:30 +0000 2012",263,"it"
"550872453","Provincia AP","Provincia_AP","",0,0,4,"Wed Apr 11 07:44:45 +0000 2012",390,"it"
"550860914","Provincia di Biella","provinciabiella","http://t.co/sDcRlyqg7Z
https://t.co/0YZ4Zjpu2P",275,35,13,"Wed Apr 11 10:05:24 +0000 2012",2,"it"
"538209220","Provincia MB","ProvinciaMB","Appuntamenti, notizie, informazioni e attività dalla Provincia di Monza e della Brianza - Policy: http://t.co/Hb1dY1HXOi",1588,208,37,"Tue Mar 27 14:36:28 +0000 2012",1918,"it"
"501687109","PROVINCIA AGRIGENTO","prov_agrigento","La provincia siciliana dove turismo e cultura si coniugano naturalmente",318,12,11,"Fri Feb 24 11:27:38 +0000 2012",33,"it"
"500025734","Pordenone with Love","PordenonewLove","Sito ufficiale del #turismo e degli eventi della provincia di #Pordenone #pnwithlove",2314,328,36,"Wed Feb 22 18:36:34 +0000 2012",1403,"it"
"484902500","Provincia di Arezzo","arezzoprovincia","",1055,25,34,"Mon Feb 06 16:28:44 +0000 2012",631,"it"
"475086960","ProvinciaReggioE","ProvinciadiRE","Canale ufficiale della Provincia di Reggio Emilia",4437,1172,73,"Thu Jan 26 17:32:10 +0000 2012",6433,"it"
"460135807","Provincia Catanzaro","ProvinciaCZ","Eventi, itinerari, luoghi, notizie e cuorisità della Terra dei Due Mari.",266,160,12,"Tue Jan 10 12:33:59 +0000 2012",3,"it"
