"id","name","screen_name","description","followers_count","friends_count","listed_count","created_at","statuses_count","lang"
"2665835940","Comune di Termoli","ComuneTermoli","Comune di Termoli.  Info, notizie e comunicazioni dal Municipio ai cittadini ... e viceversa.",208,141,2,"Mon Jul 21 12:53:12 +0000 2014",214,"it"
"2662660706","Comune S. Vero Milis","San_Vero_Milis","#Eventi, #news e #ricordi di #Sanveresi e non",509,353,8,"Sun Jul 20 11:36:07 +0000 2014",11000,"it"
"2619917632","Albisola Turismo","AlbisolaT","Canale di comunicazione, informazione e promozione delle attività promosse e organizzate dall'Assessorato al Turismo di Albisola Superiore - Savona - Liguria",357,440,16,"Wed Jun 18 12:08:24 +0000 2014",627,"it"
"2611533185","Comune di Cavriglia","comCavriglia","Pagina Twitter ufficiale del Comune di Cavriglia",375,323,25,"Sun Jun 15 14:28:00 +0000 2014",1479,"it"
"2598647695","Cernobbio Città","Cernobbio_City","Pagina Ufficiale del Comune di Cernobbio",205,47,5,"Tue Jul 01 22:06:56 +0000 2014",372,"it"
"2598146342","Comune di Empoli","ComuneEmpoli","La Città di Empoli su Twitter - canale ufficiale: news, comunicati stampa, mobilità, eventi culturali, protezione civile, servizi   http://t.co/SlULSSbx41",1156,1037,24,"Tue Jul 01 15:20:03 +0000 2014",1335,"it"
"2597478368","ComuneRosignanoMmo","ComuneRosignano","Pagina del Comune di Rosignano Marittimo Num.verde: 800 017 655 (Lun-Ven:8.30-13;Mar e Gio anche 15.30-17.45)",359,31,23,"Tue Jul 01 06:02:30 +0000 2014",6185,"it"
"2595296383","Comune di Ceprano","comuneceprano","account istituzionale del Comune di Ceprano",111,7,3,"Sun Jun 29 20:30:45 +0000 2014",295,"it"
"2587935025","Comune di Gerano","ComuneDiGerano","Comune di Gerano (Roma). Official twitter.",115,170,3,"Wed Jun 25 17:35:53 +0000 2014",301,"it"
"2585750820","Comune Noale","ComuneNoale","",81,14,1,"Tue Jun 24 13:24:36 +0000 2014",726,"it"
"2563435447","Castello News","CastelloNews","Pagina ufficiale del Comune di Castelfiorentino",480,432,15,"Thu Jun 12 13:30:19 +0000 2014",1131,"it"
"2562946627","Comune di Sassuolo","ComuneSassuolo","Pagina ufficiale dell'Amministrazione comunale di Sassuolo",454,62,12,"Thu Jun 12 07:46:27 +0000 2014",5762,"it"
"2558709108","Comune di Dolzago","Comunedolzago","Canale ufficiale Twitter dell'Amministrazione Comunale di Dolzago",64,23,2,"Tue Jun 10 10:29:42 +0000 2014",150,"it"
"2557181186","Settimo San Pietro","SettimoS_Pietro","",96,48,3,"Mon Jun 09 16:52:47 +0000 2014",59,"it"
"2550256278","Comune di Serdiana","ComuneSerdiana","",97,10,4,"Fri Jun 06 15:13:25 +0000 2014",121,"it"
"2550234985","Comune di Prato","comunepo","Account Twitter ufficiale del Comune di Prato",1847,398,47,"Fri Jun 06 14:51:59 +0000 2014",1507,"it"
"2547667710","Comune Portoferraio","ComunePortoferr","",56,17,7,"Thu Jun 05 08:22:36 +0000 2014",6,"it"
"2532546336","Comune di Frosolone","comunefrosolone","",183,181,3,"Thu May 29 12:28:32 +0000 2014",692,"it"
"2520417229","TrentoInforma","trentoinforma","Informazioni dal Comune di Trento, a cura dell'Ufficio stampa - Pagina ufficiale",431,142,11,"Sat May 24 12:49:09 +0000 2014",653,"en"
"2473707439","Città Fara in Sabina","FarainSabina","#FaraSabina, #Rieti, #Italia. Linea diretta con il municipio",274,540,10,"Fri May 02 08:50:30 +0000 2014",376,"it"
"2469246224","Granarolo News","GranaroloNews","",89,3,8,"Tue Apr 29 12:52:47 +0000 2014",425,"it"
"2401476402","Comune di Marrubiu","ComunediMarrubi","",127,67,5,"Fri Mar 21 12:17:56 +0000 2014",110,"it"
"2396623584","Comune di Urbino","ComuneUrbino","",402,128,14,"Tue Mar 18 18:45:47 +0000 2014",452,"it"
"2393321929","Comune di Barzanò","comunebarzano","Profilo istituzionale del Comune di Barzanò (Lecco)",128,68,5,"Sun Mar 16 21:45:28 +0000 2014",85,"it"
"2387127524","Comune SanGiulianoT","Comune_SGT","Profilio ufficiale del Comune di San Giuliano Terme. Sito istituzionale: http://t.co/KwHi46Fwnp",366,21,13,"Thu Mar 13 14:42:49 +0000 2014",291,"it"
"2385049500","ScarperiaeSanPiero","ScarpSanPie","Comune del Mugello",186,28,6,"Wed Mar 12 10:36:48 +0000 2014",162,"it"
"2385043410","Comune di Piombino","ComunePiombino","Benvenuti sul profilo Twitter del Comune di Piombino
/
Welcome on Piombino Municipality's Twitter page",487,99,14,"Wed Mar 12 10:30:46 +0000 2014",524,"it"
"2383974626","Comune di Moglia","ComunediMoglia","L'account ufficiale dell'Amministrazione Comunale di Moglia",176,41,4,"Tue Mar 11 16:50:02 +0000 2014",114,"it"
"2375836902","Comune di Casto","Comune_di_Casto","Valle Sabbia, provincia di Brescia, Lombardia",22,11,2,"Thu Mar 06 19:57:32 +0000 2014",18,"it"
"2373648657","Giunta Verdellino","ComunVerdellino","Pillole informative a cura della Giunta Comunale di Verdellino",146,42,5,"Sat Mar 01 18:38:49 +0000 2014",78,"it"
"2370244836","Comune di Carugo","ComuneCarugo","Comune di Carugo (CO)",154,51,7,"Mon Mar 03 11:03:31 +0000 2014",926,"it"
"2370240547","Comune di Bagnaria","ComuneBagnaria","Canale ufficiale del Comune di Bagnaria (PV)",377,596,5,"Mon Mar 03 10:51:49 +0000 2014",153,"it"
"2365334641","COMUNE DI LANZADA","Comunedilanzada","Profilo ufficiale del Comune di Lanzada. Informazioni sulle attività dell'Amministrazione e sulla vita del territorio comunale",255,73,2,"Fri Feb 28 09:07:06 +0000 2014",643,"it"
"2364318932","comunesgv","comunesgv","Comune di San Giovanni Valdarno",219,44,11,"Thu Feb 27 15:22:28 +0000 2014",476,"it"
"2364292866","Comune di Mogoro","ComunediMogoro","News dal Comune di Mogoro",345,525,4,"Thu Feb 27 15:03:06 +0000 2014",107,"it"
"2359270537","Poggio a Caiano","poggioacaiano","Account Twitter ufficiale del Comune di Poggio a Caiano",177,13,6,"Mon Feb 24 09:57:19 +0000 2014",316,"it"
"2356032902","Comune di Casperia","ComuneCasperia","In linea con il municipio di #Casperia, #bandieraarancione in #Sabina, #Italia. Info su attività istituzionali e vita della comunità.",339,412,10,"Sat Feb 22 08:38:59 +0000 2014",307,"it"
"2354419104","Comune di Bovezzo","ComuneBovezzo","Account Ufficiale del Comune di Bovezzo",151,29,8,"Fri Feb 21 07:39:54 +0000 2014",159,"it"
"2353121390","Comune Diano Marina","comunedianom","Pagina twitter ufficiale turistica del Comune di Diano Marina. Info utili e curiosità sugli eventi turistici, culturali e sportivi #golfodianese",457,577,11,"Thu Feb 20 11:48:22 +0000 2014",544,"it"
"2327081629","Comune RignanoFL","ComuneRignanoFL","Profilo ufficiale del Comune di Rignano Flaminio.
Piazza IV Novembre 1, 00068",436,595,11,"Tue Feb 04 12:57:54 +0000 2014",349,"it"
"2326706538","Comune di Lazzate","Lazzate","http://t.co/u78wjUAI0c",112,30,3,"Tue Feb 04 07:57:48 +0000 2014",34,"it"
"2315567990","Comune di Ancona","ComuneAncona","Pagina ufficiale del Comune di Ancona dedicata  alle notizie di pubblica utilità e di emergenza, gestita dall'Ufficio Relazioni con il Pubblico.",842,73,16,"Tue Jan 28 14:16:10 +0000 2014",854,"it"
"2313355398","Insieme per Sorbolo","ComunediSorbolo","Lista di opposizione del Comune di Sorbolo (PR).",37,32,1,"Mon Jan 27 09:42:20 +0000 2014",25,"it"
"2305164776","Comune di PIARIO","ComunePiario","Amministrazione Comunale di Piario",177,103,6,"Wed Jan 22 17:06:19 +0000 2014",103,"it"
"2304548822","Comune di Menfi","ComuneMenfi","Comune di Menfi Account istituzionale",300,183,4,"Wed Jan 22 09:36:03 +0000 2014",1127,"it"
"2301520538","Municipio di Vasto","Citta_del_Vasto","Profilo Ufficiale Municipio della Città del Vasto | Social Manager Christian Lalla | portavoce@comune.vasto.ch.it | +39.338.6793744",720,179,14,"Mon Jan 20 14:42:59 +0000 2014",1356,"it"
"2285442408","Comune di Brescia","ComuneBs","Pagina ufficiale",1606,144,24,"Fri Jan 10 17:54:09 +0000 2014",1298,"it"
"2282525796","Comune di Narni","ComuneNarni","",241,61,6,"Wed Jan 08 19:01:29 +0000 2014",667,"it"
"2270564941","Città di Policoro","CittadiPolicoro","Pagina Social del Comune di Policoro - Provincia di Matera",353,145,4,"Tue Dec 31 16:22:32 +0000 2013",119,"it"
"2268692156","Comune di Laglio","ComunediLaglio","",34,13,3,"Mon Dec 30 10:50:33 +0000 2013",10,"it"
"2253885992","Comune SMT e Bibione","Comune_SMT","Canale informativo ufficiale del Comune di San Michele al Tagliamento - Città di Bibione",235,53,2,"Thu Dec 19 18:19:00 +0000 2013",385,"it"
"2246898074","Comune Cassago B.za","CassagoBrianza","Pagina Twitter ufficiale del Comune di Cassago Brianza (LC) - P.zza Italia Libera, 2 - 23893 Cassago Brianza (LC)  Tel. 039 921321",155,24,6,"Sun Dec 15 08:50:50 +0000 2013",213,"it"
"2242377420","Iat Parma","iat_parma","Ufficio Informazione e Accoglienza Turistica del Comune di Parma",1454,1334,31,"Thu Dec 12 13:34:20 +0000 2013",2577,"it"
"2234201786","Comune di Malcesine","ComuneMalcesine","Profilo istituzionale del Comune di Malcesine
Piazza Statuto 1, 37018 Malcesine (VR)
Tel. +39 045 6589911 (centralino)
info@comunemalcesine.it",267,88,9,"Sat Dec 07 08:47:08 +0000 2013",558,"it"
"2228759766","Comune di Manerbio","ComuneManerbio","Account Twitter ufficiale del Comune di Manerbio (Brescia)",186,102,5,"Tue Dec 03 19:35:12 +0000 2013",385,"it"
"2219818356","Comune di Novellara","ComuneNovellara","Account ufficiale del Comune di Novellara, in provincia di Reggio Emilia. Seguici anche su Facebook: https://t.co/Vtr92at3Fe",574,411,13,"Thu Nov 28 14:25:04 +0000 2013",939,"it"
"2217566695","Comune di Jesi","ComuneJesi","La Città di Jesi su Twitter: news, comunicati stampa, appuntamenti culturali, viabilità.",421,65,9,"Wed Nov 27 10:37:14 +0000 2013",1490,"it"
"2215566204","Comune dell'Aquila","ComuneLAquila","Pagina ufficiale",836,207,13,"Tue Nov 26 11:33:22 +0000 2013",1083,"it"
"2194026750","Comune di Oggiono","ComuneOggiono","piazza Garibaldi, 14",168,5,6,"Thu Nov 14 11:38:27 +0000 2013",251,"it"
"2188461182","Comune di Segrate","comune_segrate","notizie attività eventi",311,27,6,"Mon Nov 11 14:16:38 +0000 2013",33,"it"
"2166527311","Comune di Oristano","ComuneOristano","Oristano Città della Ceramica, della Sartiglia e di Eleonora d'Arborea. Notizie e informazioni dal Comune
Attiva la funzione notifiche in tempo reale",1125,196,38,"Thu Oct 31 12:10:35 +0000 2013",2013,"it"
"2162604288","Comune di Arpino","ComunediArpino","",140,8,5,"Tue Oct 29 10:45:24 +0000 2013",277,"it"
"2150589127","Comune Montepulciano","c_montepulciano","Comune di Montepulciano. Siena - Toscana - Italia.",509,156,13,"Wed Oct 23 09:00:35 +0000 2013",467,"it"
"2149209678","Comune LoiriPSPaolo","ComuneLoiriPSP","Canale Ufficiale Twitter del Comune di Loiri Porto San Paolo -  News, Comunicazioni, Informazioni, Eventi ed appuntamenti http://t.co/mttSjDkluR",194,43,4,"Tue Oct 22 15:10:00 +0000 2013",464,"it"
"2148778891","ComuneCanosaSannita","ComuneCanosaSan","Pagina ufficiale del Comune di Canosa Sannita",280,900,2,"Tue Oct 22 10:40:38 +0000 2013",52,"it"
"1956869060","Comune di Monsano","ComuneMonsano","Profilo Twitter del Comune di Monsano (AN)",76,45,1,"Sat Oct 12 15:13:49 +0000 2013",20,"it"
"1953880442","Comune CampiBisenzio","ComuneCampiB","",372,145,12,"Fri Oct 11 10:44:41 +0000 2013",673,"it"
"1931362770","comunedigasperina","comunegasperina","",29,1,3,"Thu Oct 03 17:08:58 +0000 2013",367,"it"
"1922824070","Comune di Ravenna","ComunediRavenna","Profilo istituzionale del Comune di Ravenna",1324,109,32,"Tue Oct 01 09:04:37 +0000 2013",925,"it"
"1860141560","Comune di Pradamano","ComPradamano","Account ufficiale su Twitter del Comune di Pradamano.
Resta aggiornato, seguici!",144,99,5,"Fri Sep 13 10:08:24 +0000 2013",57,"it"
"1851969702","Comune di Sacrofano","ComuneSacrofano","Comune di Sacrofano",35,9,3,"Tue Sep 10 17:01:52 +0000 2013",156,"it"
"1851013249","Comune di Pomezia","Comune_Pomezia","Pomezia è un comune della provincia di Roma il cui nome deriva da un'antica città latina e volsca: Suessa Pometia.",448,0,20,"Tue Sep 10 09:46:18 +0000 2013",1388,"it"
"1734446528","Comune RapolanoTerme","ComuneRapolano","Account ufficiale del Comune di Rapolano Terme",432,72,7,"Fri Sep 06 08:18:09 +0000 2013",319,"it"
"1725024421","Comune di Altopascio","TwitAltopascio","Comune di Altopascio",231,67,6,"Tue Sep 03 09:50:34 +0000 2013",618,"it"
"1702212426","Comune di Fidenza","ComuneFidenza","Informazioni e servizi dal Comune di Fidenza (canale ufficiale). Ci trovi anche su Facebook: http://t.co/uyavWdqrYs",402,120,13,"Mon Aug 26 15:41:08 +0000 2013",991,"it"
"1690286118","Comune di Imperia","comuneimperia","Ufficio relazioni esterne della Città di Imperia, Viale Matteotti, 157 - 18100 Imperia - sito web: http://t.co/GyTsxsZhJh",473,10,9,"Thu Aug 22 07:26:26 +0000 2013",690,"it"
"1670194280","Camporosso","camporosso","",100,175,4,"Wed Aug 14 10:49:17 +0000 2013",136,"it"
"1668586502","Comune di Pontebba","ComunePontebba","Piazza Garibaldi, 1 - tel. +39 0428 90161",182,72,9,"Tue Aug 13 19:27:44 +0000 2013",90,"it"
"1657068050","Comune di Bauladu","comunubauladu","Zassu istitutzionali de su Comunu de Bauladu | Official Twitter of the Municipality of Bauladu | Pagina ufficiale del Comune di Bauladu",464,536,13,"Fri Aug 09 06:28:36 +0000 2013",285,"it"
"1647168506","Berchidda","Berchidda_US","Ufficio Stampa del Comune di Berchidda. Aggiornamenti, news e curiosità sulle iniziative della comunità berchiddese. Scrivici usando #Berchidda",174,78,6,"Mon Aug 05 07:17:56 +0000 2013",368,"it"
"1632999054","Comune di Pove del G","ComunediPove","Comune di Pove del Grappa
eventi, annunci",76,8,3,"Tue Jul 30 14:16:07 +0000 2013",158,"it"
"1614991622","Montiglio M.to","MontiglioMto","Paese di #meridiane #tartufi e #noccioleti. Famoso per il suo castello, per la pieve romanica e per la partecipazione alle sagre di Asti di settembre.",244,643,2,"Tue Jul 23 10:49:31 +0000 2013",35,"it"
"1588581104","Comune di Grado","comunedigrado","Il twitter ufficiale del Comune di Grado - l'Isola del Sole",964,761,21,"Fri Jul 12 14:07:09 +0000 2013",1671,"it"
"1583162575","NCTufo","NCTufo","Account Twitter del mensile Nuovo Corriere del Tufo",123,222,7,"Wed Jul 10 13:38:30 +0000 2013",109,"it"
"1580776800","Comune di Castellana","CastellanaGr","",145,8,1,"Tue Jul 09 16:47:34 +0000 2013",138,"it"
"1580004614","Comune di Camerota","ComuneCamerota","Pagina Twitter istituzionale del Comune di Camerota",129,11,4,"Tue Jul 09 10:18:38 +0000 2013",252,"it"
"1577368358","Comune di rosolini","Comunedirosolin","",147,20,3,"Mon Jul 08 10:48:27 +0000 2013",599,"it"
"1568902681","Legnano Cultura","CulturaLegnano","Pagina ufficiale della cultura del Comune di Legnano",175,167,3,"Thu Jul 04 19:22:37 +0000 2013",118,"it"
"1543487755","Comune di Anacapri","ComuneAnacapri","account ufficiale del Comune di Anacapri",446,65,7,"Mon Jun 24 15:00:43 +0000 2013",364,"it"
"1536840451","Comune di Zagarise","comunezagarise","Comune di Zagarise",26,5,1,"Fri Jun 21 16:04:52 +0000 2013",5,"it"
"1533856020","Statistica Firenze","FiStatistica","Ufficio comunale di statistica di Firenze",529,16,8,"Thu Jun 20 13:07:18 +0000 2013",1249,"it"
"1518797077","Comune di Fubine","ComuneDiFubine","Comune di Fubine - via Pavaranza, 2 - 15043 Fubine (AL)",163,96,3,"Sat Jun 15 08:07:43 +0000 2013",58,"it"
"1495956073","Comune Lurago d'Erba","luragoderba","Pagina ufficiale del Comune di Lurago d'Erba: informazioni e servizi dal Palazzo Municipale. Linea diretta per segnalazioni o suggerimenti.",244,27,8,"Sun Jun 09 15:52:54 +0000 2013",5109,"it"
"1490665028","Comune di Vittoria","ComuneVittoria","Aggiornamenti dal sito istituzionale del Comune di Vittoria, infoline su eventi, notizie, comunicazioni. mail: urp@comunevittoria.gov.it",544,91,8,"Fri Jun 07 15:36:03 +0000 2013",594,"it"
"1481809202","Citta'di Muggio'(MB)","CittadiMuggioMB","Ente Locale - 
Benvenuti sulla pagina ufficiale del Comune di Muggiò su Twitter",139,40,8,"Tue Jun 04 09:18:46 +0000 2013",518,"it"
"1479326976","Comune Collesalvetti","Collesalvetti","Il Comune di Collesalvetti su twitter, per rimanere aggiornati su tutte le novità",485,105,13,"Mon Jun 03 10:07:24 +0000 2013",331,"it"
"1469621660","Comune di Sarre","ComuneSarre","Comune di Sarre
Fraz. Tissoret, 39
11010 Sarre (AO)",253,44,7,"Thu May 30 12:22:34 +0000 2013",26,"it"
"1469438474","ComuneMarzanodiNola","MarzanodiNola","Profilo Ufficiale del Comune di Marzano di Nola (AV)",51,26,4,"Thu May 30 10:32:02 +0000 2013",36,"it"
"1469070606","Comune di Parabiago","ParabiagoComune","",268,15,7,"Thu May 30 06:40:14 +0000 2013",468,"it"
"1461675354","Comune di Rovereto","ComuneRovereto","Profilo ufficiale del Comune di Rovereto",567,113,9,"Mon May 27 09:35:41 +0000 2013",772,"it"
"1442153766","Comune di Mandela","comunemandela","Comune di Mandela Provincia di Roma",56,22,6,"Sun May 19 20:51:54 +0000 2013",1,"it"
"1438378322","COMUNE DI CARMAGNOLA","COMUNEDICARMAGN","LA CITTA' FAMOSA NEL MONDO PER I SUOI PRODOTTI DI QUALITA': IL PEPERONE E IL CONIGLIO GRIGIO",76,10,6,"Sat May 18 13:17:14 +0000 2013",4,"it"
"1437587779","Corinaldo","cittacorinaldo","InformAttiva Corinaldo è un progetto editoriale di proprietà del Comune di Corinaldo con lo scopo di dare visibilità e pubblicità alle iniziative di Corinaldo",356,143,4,"Sat May 18 06:28:01 +0000 2013",4599,"it"
"1435658904","Comune di Tergu","ComunediTergu","Pagina Twitter ufficiale dell'Amministrazione Comunale di Tergu",501,208,11,"Fri May 17 13:31:38 +0000 2013",80,"it"
"1435200457","Comune di Lecce","ComunediLecce","",1345,966,16,"Fri May 17 09:37:28 +0000 2013",387,"it"
"1430320033","Comune di Vaiano","comunedivaiano","Profilo twitter ufficiale dell'amministrazione comunale di Vaiano",701,68,21,"Wed May 15 11:44:28 +0000 2013",555,"it"
"1427421896","Comune di Thiene","ComunediThiene","Canale informativo dell' amministrazione Comunale.",410,6,9,"Tue May 14 09:44:05 +0000 2013",883,"it"
"1415557674","Lignano Sabbiadoro","ComuneLignano","Profilo ufficiale del Comune di Lignano Sabbiadoro - https://t.co/TQ8iHqGW2q",310,64,9,"Thu May 09 13:42:04 +0000 2013",30,"it"
"1386509719","Comune di Novi (MO)","ComunediNovi","Comune di Novi di Modena Provincia di Modena",508,144,10,"Sun Apr 28 08:56:04 +0000 2013",890,"it"
"1382011117","Novità e notizie","comunesiena","Aggiornamenti e novità dal Comune di Siena aggregate e ripubblicate su twitter",790,59,18,"Fri Apr 26 14:05:22 +0000 2013",2647,"it"
"1381618262","Comune di Floridia","ComuneFloridia","Il twitter dell'Ufficio informazione istituzionale del Comune di Floridia (SR)",80,2,4,"Fri Apr 26 10:42:22 +0000 2013",12,"it"
"1381617337","Gemona Turismo","GemonaTurismo","#turismo, #slowtourism #petfriendly, #arte & #natura, eventi, esperienze, Gemona città dello #sport e del benstare, quanto succede a #Gemona e dintorni #FVG",853,536,37,"Fri Apr 26 10:35:39 +0000 2013",5264,"it"
"1373957294","Comune di Charvensod","Charvensod","",308,17,10,"Tue Apr 23 06:16:37 +0000 2013",135,"it"
"1366357164","Santa Croce Camerina","comunescc","Santa Croce Camerina su Twitter
Il Canale Ufficiale del Comune",319,105,5,"Sat Apr 20 07:02:24 +0000 2013",841,"it"
"1362178478","Comune Sesto Calende","ComuneSestoCale","informazioni e novità dalla città di Sesto Calende",777,1635,7,"Thu Apr 18 15:14:02 +0000 2013",469,"it"
"1359770436","Montalto di Castro","ComuneMontalto","",329,23,8,"Wed Apr 17 16:14:20 +0000 2013",1771,"it"
"1354274755","Città di Mirandola","Citta_Mirandola","La città di Mirandola raccontata tramite eventi, manifestazioni, racconti, immagini.",421,300,9,"Mon Apr 15 12:37:55 +0000 2013",121,"it"
"1345382564","Comune di Amatrice","Comune_Amatrice","Pagina Twitter del Comune di Amatrice",517,128,11,"Thu Apr 11 21:56:19 +0000 2013",520,"it"
"1329155281","Comune BadiaPolesine","BadiaPolesine","Amministrazione comunale di Badia Polesine (Rovigo)",374,30,7,"Fri Apr 05 12:50:47 +0000 2013",227,"it"
"1327073444","Comune di Racconigi","ComuneRacconigi","canale istituzionale del Comune di Racconigi (CN)",300,43,9,"Thu Apr 04 14:32:13 +0000 2013",51,"it"
"1324559702","ComuneDiPaese","ComuneDiPaese","Ente pubblico, a servizio dei suoi cittadini.",265,13,6,"Wed Apr 03 13:07:15 +0000 2013",48,"it"
